CNPJ,RAZAO_SOCIAL,UF,ANO,TRIMESTRE,VALOR
29640612000120,CONFERANCIA SAO JOSA DO AVAA,RJ,2025,3,5076874075.58
29754208000188,VALE PLANOS DE SAADE LTDA,PE,2025,1,10451419.84
29754208000188,VALE PLANOS DE SAADE LTDA,PE,2025,2,45271608.160000004
29754208000188,VALE PLANOS DE SAADE LTDA,PE,2025,3,105930196.8
29780384000194,HSMED SAUDE LTDA,RJ,2025,1,80017602.56
29780384000194,HSMED SAUDE LTDA,RJ,2025,2,117408501.92
29780384000194,HSMED SAUDE LTDA,RJ,2025,3,158208689.76
29910807000143,RIO DOCE SAADE,ES,2025,1,268747045.76
29910807000143,RIO DOCE SAADE,ES,2025,2,364405758.56
29910807000143,RIO DOCE SAADE,ES,2025,3,461732259.68
29958867000136,INTERVIDA ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,1,7268128.64
29958867000136,INTERVIDA ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,2,7819105.6
29958867000136,INTERVIDA ADMINISTRADORA DE BENEFACIOS LTDA,SP,2025,3,8177324.16
30036685000197,CAIXA DE PREVIDANCIA E ASSISTANCIA DOS SERVIDORES DA FUNDAAAO NACIONAL DE SAADE - CAPESESP,RJ,2025,1,2439462181.6
30036685000197,CAIXA DE PREVIDANCIA E ASSISTANCIA DOS SERVIDORES DA FUNDAAAO NACIONAL DE SAADE - CAPESESP,RJ,2025,2,3837308461.6
30036685000197,CAIXA DE PREVIDANCIA E ASSISTANCIA DOS SERVIDORES DA FUNDAAAO NACIONAL DE SAADE - CAPESESP,RJ,2025,3,5397836078.08
30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,RJ,2025,1,919621931.84
30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,RJ,2025,2,1639780063.68
30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,RJ,2025,3,2481401127.52
30460075000116,MATUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,RJ,2025,1,2857625396.16
30460075000116,MATUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,RJ,2025,2,3783490952.0
30460075000116,MATUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,RJ,2025,3,5037722602.24
30489359000135,SUPERMED ADMINISTRADORA DE BENEFACIOS LTDA.,RJ,2025,1,2440461538.7200003
30489359000135,SUPERMED ADMINISTRADORA DE BENEFACIOS LTDA.,RJ,2025,2,4994058046.08
30489359000135,SUPERMED ADMINISTRADORA DE BENEFACIOS LTDA.,RJ,2025,3,5187311779.04
30505523000150,DONA SAADE CLINICAS LTDA,SP,2025,1,73853390.24
30505523000150,DONA SAADE CLINICAS LTDA,SP,2025,2,143767736.8
30505523000150,DONA SAADE CLINICAS LTDA,SP,2025,3,173453567.04
30724638000136,ASSOCIAAAO HOSPITAL SAADE DE VARGEM GRANDE DO SUL,SP,2025,1,87006996.64
30724638000136,ASSOCIAAAO HOSPITAL SAADE DE VARGEM GRANDE DO SUL,SP,2025,2,118229419.84
30724638000136,ASSOCIAAAO HOSPITAL SAADE DE VARGEM GRANDE DO SUL,SP,2025,3,149092235.35999998
30951661000163,TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,1,253447903.04
30951661000163,TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,2,361761957.44
30951661000163,TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,3,481393922.24
31097886000167,PERSONAL CARE OPERADORA DE SAADE SA,SP,2025,1,65674167.04
31097886000167,PERSONAL CARE OPERADORA DE SAADE SA,SP,2025,2,163884748.32
31240963000196,ASSOCIAAAO BENEFICENTE DOS PROFESSORES PABLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,RJ,2025,1,11827796524.8
31240963000196,ASSOCIAAAO BENEFICENTE DOS PROFESSORES PABLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,RJ,2025,2,14274202684.16
31240963000196,ASSOCIAAAO BENEFICENTE DOS PROFESSORES PABLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,RJ,2025,3,16601269926.0
31432792000105,UNIMED DO EST. DO RJ FEDERAAAO EST. DAS COOPERATIVAS MADICAS,RJ,2025,1,73740798490.24
31432792000105,UNIMED DO EST. DO RJ FEDERAAAO EST. DAS COOPERATIVAS MADICAS,RJ,2025,2,92941954969.76
31432792000105,UNIMED DO EST. DO RJ FEDERAAAO EST. DAS COOPERATIVAS MADICAS,RJ,2025,3,115096294696.4
31466949000105,SAMEDIL SERVIAOS DE ATENDIMENTO MADICO S/A,ES,2025,1,15329940122.72
31466949000105,SAMEDIL SERVIAOS DE ATENDIMENTO MADICO S/A,ES,2025,2,29566545158.4
31466949000105,SAMEDIL SERVIAOS DE ATENDIMENTO MADICO S/A,ES,2025,3,42699313421.92
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLAGICOS LTDA,TO,2025,1,13729049.92
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLAGICOS LTDA,TO,2025,2,25074743.2
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLAGICOS LTDA,TO,2025,3,36168706.96
31763326000102,EXCELANCIA PLANO DE SAADE S/A,ES,2025,1,10775184.32
31763326000102,EXCELANCIA PLANO DE SAADE S/A,ES,2025,2,38243081.6
31763326000102,EXCELANCIA PLANO DE SAADE S/A,ES,2025,3,102077069.68
31787625000179,FUNDAAAO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,ES,2025,1,1192029755.04
31787625000179,FUNDAAAO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,ES,2025,2,1668639496.96
31787625000179,FUNDAAAO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,ES,2025,3,2239722147.36
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,RJ,2025,1,13919216520.8
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,RJ,2025,2,24372317480.64
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,RJ,2025,3,34942431010.4
32206950000163,SANUS ADMINISTRADORA DE BENEFACIOS LTDA,ES,2025,1,12404001.92
32206950000163,SANUS ADMINISTRADORA DE BENEFACIOS LTDA,ES,2025,2,12302829.68
32206950000163,SANUS ADMINISTRADORA DE BENEFACIOS LTDA,ES,2025,3,12196008.08
32421708000102,BEST SENIOR OPERADORA DE SAADE LTDA,ES,2025,1,328952824.78
32421708000102,BEST SENIOR OPERADORA DE SAADE LTDA,ES,2025,2,658662565.6800001
32421708000102,BEST SENIOR OPERADORA DE SAADE LTDA,ES,2025,3,1140639249.62
32440968000125,UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MADICO,ES,2025,1,6221150271.04
32440968000125,UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MADICO,ES,2025,2,8459146293.44
32440968000125,UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MADICO,ES,2025,3,11067943648.48
33379144000150,ANICA ASSISTENCIA MEDICA LTDA,SP,2025,1,365780736.32
33379144000150,ANICA ASSISTENCIA MEDICA LTDA,SP,2025,2,698911740.96
33379144000150,ANICA ASSISTENCIA MEDICA LTDA,SP,2025,3,1004070602.5600001
33546979000157,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MADICO LTDA,GO,2025,1,1053109557.28
33546979000157,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MADICO LTDA,GO,2025,2,1688119987.84
33546979000157,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MADICO LTDA,GO,2025,3,2320523946.08
33601568000117,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO SETOR PABLICO DO ESTADO DE GOIAS - CAEME,GO,2025,1,55951654.08
33601568000117,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO SETOR PABLICO DO ESTADO DE GOIAS - CAEME,GO,2025,2,81515284.96000001
33601568000117,CAIXA DE ASSISTANCIA DOS EMPREGADOS DO SETOR PABLICO DO ESTADO DE GOIAS - CAEME,GO,2025,3,103668982.24
33719485000127,CAIXA DE ASSISTANCIA DOS FUNCIONARIOS DO BANCO DO BRASIL,DF,2025,1,62385200145.76
33719485000127,CAIXA DE ASSISTANCIA DOS FUNCIONARIOS DO BANCO DO BRASIL,DF,2025,2,96380362885.44
33719485000127,CAIXA DE ASSISTANCIA DOS FUNCIONARIOS DO BANCO DO BRASIL,DF,2025,3,132976119126.56
33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MADICA E ODONTO CIRARGICA,RJ,2025,1,527942865.76
33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MADICA E ODONTO CIRARGICA,RJ,2025,2,936535152.8
33721226000130,SAMOC S.A. - SOCIEDADE ASSISTENCIAL MADICA E ODONTO CIRARGICA,RJ,2025,3,1344104033.12
33922160000147,ASSOCIAAAO FCA SAADE,MG,2025,1,564674797.76
33922160000147,ASSOCIAAAO FCA SAADE,MG,2025,2,661890788.32
33922160000147,ASSOCIAAAO FCA SAADE,MG,2025,3,901315746.56
34011288000111,ASSOCIAAAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,RJ,2025,1,220281103.36
34011288000111,ASSOCIAAAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,RJ,2025,2,362271278.56
34011288000111,ASSOCIAAAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,RJ,2025,3,497777805.04
34063123000193,UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MADICO,BA,2025,1,912191217.76
34063123000193,UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MADICO,BA,2025,2,1058823051.68
34063123000193,UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MADICO,BA,2025,3,1183379754.72
34266553000102,ALICE OPERADORA LTDA.,SP,2025,1,3030517582.24
34266553000102,ALICE OPERADORA LTDA.,SP,2025,2,8093413078.56
34266553000102,ALICE OPERADORA LTDA.,SP,2025,3,10887078238.880001
34269803000168,REAL GRANDEZA - FUNDAAAO DE PREVIDANCIA E ASSISTANCIA SOCIAL,RJ,2025,1,4316732033.92
34269803000168,REAL GRANDEZA - FUNDAAAO DE PREVIDANCIA E ASSISTANCIA SOCIAL,RJ,2025,2,6143728208.32
34269803000168,REAL GRANDEZA - FUNDAAAO DE PREVIDANCIA E ASSISTANCIA SOCIAL,RJ,2025,3,8138051370.08
34539000000186,KLINI PLANOS DE SAADE LTDA,RJ,2025,1,1566986072.0
34539000000186,KLINI PLANOS DE SAADE LTDA,RJ,2025,2,3171049504.0
34539000000186,KLINI PLANOS DE SAADE LTDA,RJ,2025,3,5090597117.76
34608096000197,UNIVIDA USA OPERADORA EM SAUDE S/A,SP,2025,1,421737429.92
34608096000197,UNIVIDA USA OPERADORA EM SAUDE S/A,SP,2025,2,421524316.64
34608096000197,UNIVIDA USA OPERADORA EM SAUDE S/A,SP,2025,3,423921492.8
34673588000166,BIT LIFE BENEFACIOS LTDA,SP,2025,1,10543646.56
34673588000166,BIT LIFE BENEFACIOS LTDA,SP,2025,2,10543456.16
34673588000166,BIT LIFE BENEFACIOS LTDA,SP,2025,3,11035694.56
34732056000152,ATITUDE SAADE ASSISTANCIA MEDICA LTDA,BA,2025,1,111326646.08
34732056000152,ATITUDE SAADE ASSISTANCIA MEDICA LTDA,BA,2025,2,198911870.88
34732056000152,ATITUDE SAADE ASSISTANCIA MEDICA LTDA,BA,2025,3,297650104.48
34811615000110,UP HEALTH ADMINISTRADORA DE BENEFACIOS S/A,ES,2025,1,308860176.8
34811615000110,UP HEALTH ADMINISTRADORA DE BENEFACIOS S/A,ES,2025,2,414825534.24
34811615000110,UP HEALTH ADMINISTRADORA DE BENEFACIOS S/A,ES,2025,3,554588508.8
34844263000107,ELETROS SAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,RJ,2025,1,1169386085.6
34844263000107,ELETROS SAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,RJ,2025,2,1514080215.52
34844263000107,ELETROS SAADE - ASSOCIAAAO DE ASSISTANCIA A SAADE,RJ,2025,3,1934725603.52
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,SP,2025,1,57301841.12
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,SP,2025,2,117842820.48
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,SP,2025,3,164863359.35999998
35436658000125,DENTAL CENTER LTDA,PB,2025,1,78840500.0
35436658000125,DENTAL CENTER LTDA,PB,2025,2,128080771.36
35436658000125,DENTAL CENTER LTDA,PB,2025,3,176198996.96
35617257000171,CAIXA DE ASSISTANCIA DOS MAGISTRADOS DE PERNAMBUCO,PE,2025,1,1331937270.08
35617257000171,CAIXA DE ASSISTANCIA DOS MAGISTRADOS DE PERNAMBUCO,PE,2025,2,1592555532.8
35617257000171,CAIXA DE ASSISTANCIA DOS MAGISTRADOS DE PERNAMBUCO,PE,2025,3,1852810237.44
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MADICO,AL,2025,1,1710612477.76
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MADICO,AL,2025,2,2467950429.7599998
35642768000143,UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MADICO,AL,2025,3,3432311451.04
35657268000185,ASSOCIAAAO DE SAADE DO VALE,SC,2025,1,352081208.15999997
35657268000185,ASSOCIAAAO DE SAADE DO VALE,SC,2025,2,631626377.28
35657268000185,ASSOCIAAAO DE SAADE DO VALE,SC,2025,3,993104363.2
35830868000101,UNIMED DE MACAA COOPERATIVA DE ASSISTANCIA A SAADE,RJ,2025,1,5473522948.48
35830868000101,UNIMED DE MACAA COOPERATIVA DE ASSISTANCIA A SAADE,RJ,2025,2,8337665285.6
35830868000101,UNIMED DE MACAA COOPERATIVA DE ASSISTANCIA A SAADE,RJ,2025,3,10952793160.64
35908607000159,CAMIM OPERADORA DE PLANO DE SAADE LTDA,RJ,2025,1,232604681.44
35908607000159,CAMIM OPERADORA DE PLANO DE SAADE LTDA,RJ,2025,2,274672439.04
35908607000159,CAMIM OPERADORA DE PLANO DE SAADE LTDA,RJ,2025,3,310538944.08
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MADICO,RJ,2025,1,5742031453.44
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MADICO,RJ,2025,2,8760531102.72
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MADICO,RJ,2025,3,12043442867.04
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MADICO,ES,2025,1,1712020835.2
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MADICO,ES,2025,2,2571668755.04
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MADICO,ES,2025,3,3480140321.44
36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,MG,2025,1,14716519.360000001
36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,MG,2025,2,65140437.28
36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,MG,2025,3,120643198.72
36263502000152,CARING SAADE ASSISTANCIA MADICA LTDA.,RJ,2025,1,112725364.96
36263502000152,CARING SAADE ASSISTANCIA MADICA LTDA.,RJ,2025,2,155822806.72
36263502000152,CARING SAADE ASSISTANCIA MADICA LTDA.,RJ,2025,3,209415867.84
36503186000149,LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A,RJ,2025,1,4624038672.96
36503186000149,LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A,RJ,2025,2,7764164157.12
36503186000149,LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A,RJ,2025,3,11074903574.56
36540979000138,UNIMED COSTA VERDE RJ,RJ,2025,1,904573769.28
36540979000138,UNIMED COSTA VERDE RJ,RJ,2025,2,1228235943.2
36540979000138,UNIMED COSTA VERDE RJ,RJ,2025,3,1531409685.1200001
36567721000125,SAMI ASSISTANCIA MADICA LTDA,SP,2025,1,709191442.08
36567721000125,SAMI ASSISTANCIA MADICA LTDA,SP,2025,2,1214118172.8
36567721000125,SAMI ASSISTANCIA MADICA LTDA,SP,2025,3,1727745223.3600001
37020290000145,TRINO - ALIANCA FILANTRAPICA DE ASSISTANCIA E INTEGRAAAO PARA O DESENVOLVIMENTO DA SAUDE,ES,2025,1,212421484.48
37020290000145,TRINO - ALIANCA FILANTRAPICA DE ASSISTANCIA E INTEGRAAAO PARA O DESENVOLVIMENTO DA SAUDE,ES,2025,2,370634082.16
37020290000145,TRINO - ALIANCA FILANTRAPICA DE ASSISTANCIA E INTEGRAAAO PARA O DESENVOLVIMENTO DA SAUDE,ES,2025,3,520861112.32
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,GO,2025,1,205366603.84
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,GO,2025,2,762112425.28
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,GO,2025,3,1866500404.48
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,AL,2025,1,1154644183.52
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,AL,2025,2,1540149107.44
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,AL,2025,3,1988706431.36
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,GO,2025,1,261331105.76
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,GO,2025,2,308481338.4
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,GO,2025,3,369105116.0
37275625000176,UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO,GO,2025,1,2674591967.84
37275625000176,UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO,GO,2025,2,3444505236.48
37275625000176,UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO,GO,2025,3,4748835471.2
37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MADICO,TO,2025,1,2693777236.32
37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MADICO,TO,2025,2,3809317438.88
37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MADICO,TO,2025,3,4904567373.28
37319040000100,VOCA TOTAL PLANOS DE SAADE LIMITADA,SP,2025,1,80462946.24
37319040000100,VOCA TOTAL PLANOS DE SAADE LIMITADA,SP,2025,2,124373167.84
37319040000100,VOCA TOTAL PLANOS DE SAADE LIMITADA,SP,2025,3,167693406.4
37354048000108,YOU ASSISTANCIA MADICA LTDA.,MG,2025,2,347572360.8
37382009000114,CAIXA DE ASSISTANCIA DOS EMPREGADOS DA SANEAGO,GO,2025,1,1280390572.48
37382009000114,CAIXA DE ASSISTANCIA DOS EMPREGADOS DA SANEAGO,GO,2025,2,1751531587.76
37382009000114,CAIXA DE ASSISTANCIA DOS EMPREGADOS DA SANEAGO,GO,2025,3,2174807574.4
37436920000167,UNIMED BARRA DO GARAAS - COOPERATIVA DE TRABALHO MADICO,MT,2025,1,1221790275.52
37436920000167,UNIMED BARRA DO GARAAS - COOPERATIVA DE TRABALHO MADICO,MT,2025,2,1908765437.28
37436920000167,UNIMED BARRA DO GARAAS - COOPERATIVA DE TRABALHO MADICO,MT,2025,3,2553326246.56
37442364000131,ESPLENDOR ADMINISTRADORA DE BENEFACIOS LTDA.,DF,2025,1,10681019.36
37442364000131,ESPLENDOR ADMINISTRADORA DE BENEFACIOS LTDA.,DF,2025,2,15308465.28
37442364000131,ESPLENDOR ADMINISTRADORA DE BENEFACIOS LTDA.,DF,2025,3,24152854.56
37496767000163,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,MT,2025,1,79261347.52
37496767000163,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,MT,2025,2,102945423.67999999
37496767000163,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,MT,2025,3,130869367.03999999
37652765000116,UNIMED DE JATAA COOPERATIVA DE TRABALHO MADICO LTDA.,GO,2025,1,507198785.92
37652765000116,UNIMED DE JATAA COOPERATIVA DE TRABALHO MADICO LTDA.,GO,2025,2,676377740.96
37652765000116,UNIMED DE JATAA COOPERATIVA DE TRABALHO MADICO LTDA.,GO,2025,3,856397303.52
37880952000157,VIVACOM PLANOS DE SAADE,GO,2025,1,1334068535.84
37880952000157,VIVACOM PLANOS DE SAADE,GO,2025,2,1743157571.36
37880952000157,VIVACOM PLANOS DE SAADE,GO,2025,3,2208301700.0
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MADICO,GO,2025,1,797313397.44
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MADICO,GO,2025,2,1018777386.08
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MADICO,GO,2025,3,1252459918.8799999
38272479000198,PB ASSISTENCIA MEDICA EU LTDA,BA,2025,1,261178054.24
38272479000198,PB ASSISTENCIA MEDICA EU LTDA,BA,2025,2,483182756.88
38272479000198,PB ASSISTENCIA MEDICA EU LTDA,BA,2025,3,669766852.4
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MADICO LTDA.,MG,2025,1,2167798135.68
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MADICO LTDA.,MG,2025,2,3616497425.28
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MADICO LTDA.,MG,2025,3,5043610037.92
39149389000177,LIVRI OPERADORA DE PLANO DE SAADE LTDA,SP,2025,1,128202542.24
39149389000177,LIVRI OPERADORA DE PLANO DE SAADE LTDA,SP,2025,2,132368431.04
39149389000177,LIVRI OPERADORA DE PLANO DE SAADE LTDA,SP,2025,3,138427189.76
39210844000100,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MADICO,RJ,2025,1,990169981.92
39210844000100,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MADICO,RJ,2025,2,1384757642.08
39210844000100,UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MADICO,RJ,2025,3,1846605136.64
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MADICO.,ES,2025,1,1957563662.56
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MADICO.,ES,2025,2,3053735132.16
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MADICO.,ES,2025,3,4248814812.96
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,RJ,2025,1,6625599765.12
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,RJ,2025,2,9063366208.16
39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,RJ,2025,3,11743372152.24
39427632000171,ASSOCIAAAO PETROBRAS DE SAADE - APS,RJ,2025,1,19979160871.68
39427632000171,ASSOCIAAAO PETROBRAS DE SAADE - APS,RJ,2025,2,21964356549.52
39427632000171,ASSOCIAAAO PETROBRAS DE SAADE - APS,RJ,2025,3,24238778397.04
39734514000106,GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,1,12829393.92
39734514000106,GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,2,16235185.92
39734514000106,GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.,SP,2025,3,10948831.52
40037284000105,SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA,BA,2025,1,9074533.44
40037284000105,SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA,BA,2025,2,9074549.44
40037284000105,SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA,BA,2025,3,9074565.44
40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,SP,2025,1,44314987.04
40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,SP,2025,2,66565375.04
40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,SP,2025,3,99594511.2
40187311000126,GOCARE PLANOS DE SAUDE LTDA,SP,2025,1,593869220.0
40187311000126,GOCARE PLANOS DE SAUDE LTDA,SP,2025,2,1070931924.0
40187311000126,GOCARE PLANOS DE SAUDE LTDA,SP,2025,3,1944658182.56
40208487000117,VIVER BEM ADMINISTRADORA DE BENEFACIOS LTDA,RJ,2025,1,2435157.2800000003
40208487000117,VIVER BEM ADMINISTRADORA DE BENEFACIOS LTDA,RJ,2025,2,2569173.52
40208487000117,VIVER BEM ADMINISTRADORA DE BENEFACIOS LTDA,RJ,2025,3,2706344.24
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,SP,2025,1,1184335841.44
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,SP,2025,2,1313971394.56
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,SP,2025,3,1467372424.16
40246859000108,ODILE SERVIAOS DE SAADE LTDA.,SP,2025,1,100091140.32
40246859000108,ODILE SERVIAOS DE SAADE LTDA.,SP,2025,2,211066693.44
40246859000108,ODILE SERVIAOS DE SAADE LTDA.,SP,2025,3,97571635.67999999
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MADICO,RJ,2025,1,2391169673.44
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MADICO,RJ,2025,2,3839975820.96
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MADICO,RJ,2025,3,5646112127.2
40853020000120,UNIMED VALE DO SAO FRANCISCO COOPERATIVA DE TRABALHO MADICO,PE,2025,1,3182243118.24
40853020000120,UNIMED VALE DO SAO FRANCISCO COOPERATIVA DE TRABALHO MADICO,PE,2025,2,5123466880.64
40853020000120,UNIMED VALE DO SAO FRANCISCO COOPERATIVA DE TRABALHO MADICO,PE,2025,3,7057967992.32
40960189000189,UNIMED PARAIBA - FEDERAAAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,PB,2025,1,82258590.08
40960189000189,UNIMED PARAIBA - FEDERAAAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,PB,2025,2,99408971.04
40960189000189,UNIMED PARAIBA - FEDERAAAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,PB,2025,3,114310848.64
41077489000187,AMPLA PLANOS DE SAUDE LTDA,RJ,2025,2,2617333304.48
41077489000187,AMPLA PLANOS DE SAUDE LTDA,RJ,2025,3,5466401116.64
41248894000110,VIDA TOP MAIS SAADE OPERADORA DE PLANOS DE SAADE LTDA.,SP,2025,1,337176353.44
41248894000110,VIDA TOP MAIS SAADE OPERADORA DE PLANOS DE SAADE LTDA.,SP,2025,2,451088648.32
41248894000110,VIDA TOP MAIS SAADE OPERADORA DE PLANOS DE SAADE LTDA.,SP,2025,3,555480126.88
41369935000127,SAME-SERVIAO DE ASSISTANCIA MADICA EMPRESARIAL LTDA.,MA,2025,1,35389097.28
41369935000127,SAME-SERVIAO DE ASSISTANCIA MADICA EMPRESARIAL LTDA.,MA,2025,2,48315815.52
